date,product_id,quantity
2024-09-18 21:40:05.134689,1,493
2024-09-19 21:40:05.134689,1,449
2024-09-20 21:40:05.134689,1,583
2024-09-21 21:40:05.134689,1,584
2024-09-22 21:40:05.134689,1,549
2024-09-23 21:40:05.134689,1,492
2024-09-24 21:40:05.134689,1,555
2024-09-25 21:40:05.134689,1,518
2024-09-26 21:40:05.134689,1,545
2024-09-27 21:40:05.134689,1,611
2024-09-28 21:40:05.134689,1,531
2024-09-29 21:40:05.134689,1,517
2024-09-30 21:40:05.134689,1,516
2024-10-01 21:40:05.134689,1,528
2024-10-02 21:40:05.134689,1,539
2024-10-03 21:40:05.134689,1,519
2024-10-04 21:40:05.134689,1,604
2024-10-05 21:40:05.134689,1,611
2024-10-06 21:40:05.134689,1,533
2024-10-07 21:40:05.134689,1,521
2024-10-08 21:40:05.134689,1,469
2024-10-09 21:40:05.134689,1,429
2024-10-10 21:40:05.134689,1,581
2024-10-11 21:40:05.134689,1,541
2024-10-12 21:40:05.134689,1,545
2024-10-13 21:40:05.134689,1,530
2024-10-14 21:40:05.134689,1,470
2024-10-15 21:40:05.134689,1,334
2024-10-16 21:40:05.134689,1,466
2024-10-17 21:40:05.134689,1,434
2024-10-18 21:40:05.134689,1,436
2024-10-19 21:40:05.134689,1,465
2024-10-20 21:40:05.134689,1,487
2024-10-21 21:40:05.134689,1,404
2024-10-22 21:40:05.134689,1,408
2024-10-23 21:40:05.134689,1,698
2024-10-24 21:40:05.134689,1,758
2024-10-25 21:40:05.134689,1,709
2024-10-26 21:40:05.134689,1,720
2024-10-27 21:40:05.134689,1,713
2024-10-28 21:40:05.134689,1,480
2024-10-29 21:40:05.134689,1,445
2024-10-30 21:40:05.134689,1,458
2024-10-31 21:40:05.134689,1,490
2024-11-01 21:40:05.134689,1,569
2024-11-02 21:40:05.134689,1,541
2024-11-03 21:40:05.134689,1,496
2024-11-04 21:40:05.134689,1,469
2024-11-05 21:40:05.134689,1,416
2024-11-06 21:40:05.134689,1,445
2024-11-07 21:40:05.134689,1,443
2024-11-08 21:40:05.134689,1,384
2024-11-09 21:40:05.134689,1,441
2024-11-10 21:40:05.134689,1,442
2024-11-11 21:40:05.134689,1,365
2024-11-12 21:40:05.134689,1,315
2024-11-13 21:40:05.134689,1,343
2024-11-14 21:40:05.134689,1,306
2024-11-15 21:40:05.134689,1,440
2024-11-16 21:40:05.134689,1,513
2024-11-17 21:40:05.134689,1,428
2024-11-18 21:40:05.134689,1,358
2024-11-19 21:40:05.134689,1,356
2024-11-20 21:40:05.134689,1,325
2024-11-21 21:40:05.134689,1,479
2024-11-22 21:40:05.134689,1,410
2024-11-23 21:40:05.134689,1,480
2024-11-24 21:40:05.134689,1,483
2024-11-25 21:40:05.134689,1,443
2024-11-26 21:40:05.134689,1,401
2024-11-27 21:40:05.134689,1,426
2024-11-28 21:40:05.134689,1,505
2024-11-29 21:40:05.134689,1,502
2024-11-30 21:40:05.134689,1,409
2024-12-01 21:40:05.134689,1,428
2024-12-02 21:40:05.134689,1,429
2024-12-03 21:40:05.134689,1,380
2024-12-04 21:40:05.134689,1,432
2024-12-05 21:40:05.134689,1,391
2024-12-06 21:40:05.134689,1,475
2024-12-07 21:40:05.134689,1,447
2024-12-08 21:40:05.134689,1,454
2024-12-09 21:40:05.134689,1,396
2024-12-10 21:40:05.134689,1,407
2024-12-11 21:40:05.134689,1,324
2024-12-12 21:40:05.134689,1,359
2024-12-13 21:40:05.134689,1,424
2024-12-14 21:40:05.134689,1,514
2024-12-15 21:40:05.134689,1,456
2024-12-16 21:40:05.134689,1,353
2024-12-17 21:40:05.134689,1,417
2024-12-18 21:40:05.134689,1,278
2024-12-19 21:40:05.134689,1,376
2024-12-20 21:40:05.134689,1,409
2024-12-21 21:40:05.134689,1,444
2024-12-22 21:40:05.134689,1,406
2024-12-23 21:40:05.134689,1,376
2024-12-24 21:40:05.134689,1,297
2024-12-25 21:40:05.134689,1,394
2024-12-26 21:40:05.134689,1,418
2024-12-27 21:40:05.134689,1,469
2024-12-28 21:40:05.134689,1,492
2024-12-29 21:40:05.134689,1,479
2024-12-30 21:40:05.134689,1,367
2024-12-31 21:40:05.134689,1,409
2025-01-01 21:40:05.134689,1,396
2025-01-02 21:40:05.134689,1,422
2025-01-03 21:40:05.134689,1,491
2025-01-04 21:40:05.134689,1,504
2025-01-05 21:40:05.134689,1,474
2025-01-06 21:40:05.134689,1,440
2025-01-07 21:40:05.134689,1,330
2025-01-08 21:40:05.134689,1,400
2025-01-09 21:40:05.134689,1,377
2025-01-10 21:40:05.134689,1,442
2025-01-11 21:40:05.134689,1,407
2025-01-12 21:40:05.134689,1,368
2025-01-13 21:40:05.134689,1,413
2025-01-14 21:40:05.134689,1,394
2025-01-15 21:40:05.134689,1,355
2025-01-16 21:40:05.134689,1,370
2025-01-17 21:40:05.134689,1,432
2025-01-18 21:40:05.134689,1,466
2025-01-19 21:40:05.134689,1,433
2025-01-20 21:40:05.134689,1,336
2025-01-21 21:40:05.134689,1,374
2025-01-22 21:40:05.134689,1,398
2025-01-23 21:40:05.134689,1,431
2025-01-24 21:40:05.134689,1,482
2025-01-25 21:40:05.134689,1,464
2025-01-26 21:40:05.134689,1,468
2025-01-27 21:40:05.134689,1,415
2025-01-28 21:40:05.134689,1,436
2025-01-29 21:40:05.134689,1,385
2025-01-30 21:40:05.134689,1,548
2025-01-31 21:40:05.134689,1,506
2025-02-01 21:40:05.134689,1,564
2025-02-02 21:40:05.134689,1,510
2025-02-03 21:40:05.134689,1,391
2025-02-04 21:40:05.134689,1,359
2025-02-05 21:40:05.134689,1,432
2025-02-06 21:40:05.134689,1,418
2025-02-07 21:40:05.134689,1,485
2025-02-08 21:40:05.134689,1,497
2025-02-09 21:40:05.134689,1,425
2025-02-10 21:40:05.134689,1,348
2025-02-11 21:40:05.134689,1,328
2025-02-12 21:40:05.134689,1,389
2025-02-13 21:40:05.134689,1,444
2025-02-14 21:40:05.134689,1,401
2025-02-15 21:40:05.134689,1,458
2025-02-16 21:40:05.134689,1,455
2025-02-17 21:40:05.134689,1,447
2025-02-18 21:40:05.134689,1,353
2025-02-19 21:40:05.134689,1,388
2025-02-20 21:40:05.134689,1,497
2025-02-21 21:40:05.134689,1,422
2025-02-22 21:40:05.134689,1,604
2025-02-23 21:40:05.134689,1,488
2025-02-24 21:40:05.134689,1,476
2025-02-25 21:40:05.134689,1,441
2025-02-26 21:40:05.134689,1,476
2025-02-27 21:40:05.134689,1,506
2025-02-28 21:40:05.134689,1,625
2025-03-01 21:40:05.134689,1,528
2025-03-02 21:40:05.134689,1,479
2025-03-03 21:40:05.134689,1,452
2025-03-04 21:40:05.134689,1,448
2025-03-05 21:40:05.134689,1,480
2025-03-06 21:40:05.134689,1,471
2025-03-07 21:40:05.134689,1,488
2025-03-08 21:40:05.134689,1,484
2025-03-09 21:40:05.134689,1,509
2025-03-10 21:40:05.134689,1,462
2025-03-11 21:40:05.134689,1,417
2025-03-12 21:40:05.134689,1,442
2025-03-13 21:40:05.134689,1,539
2025-03-14 21:40:05.134689,1,489
2025-03-15 21:40:05.134689,1,510
2025-03-16 21:40:05.134689,1,406
2025-03-17 21:40:05.134689,1,459
2025-03-18 21:40:05.134689,1,407
2025-03-19 21:40:05.134689,1,363
2025-03-20 21:40:05.134689,1,538
2025-03-21 21:40:05.134689,1,548
2025-03-22 21:40:05.134689,1,583
2025-03-23 21:40:05.134689,1,560
2025-03-24 21:40:05.134689,1,474
2025-03-25 21:40:05.134689,1,581
2025-03-26 21:40:05.134689,1,483
2025-03-27 21:40:05.134689,1,597
2025-03-28 21:40:05.134689,1,568
2025-03-29 21:40:05.134689,1,654
2025-03-30 21:40:05.134689,1,604
2025-03-31 21:40:05.134689,1,569
2025-04-01 21:40:05.134689,1,487
2025-04-02 21:40:05.134689,1,535
2025-04-03 21:40:05.134689,1,557
2025-04-04 21:40:05.134689,1,618
2025-04-05 21:40:05.134689,1,635
2025-04-06 21:40:05.134689,1,563
2025-04-07 21:40:05.134689,1,553
2025-04-08 21:40:05.134689,1,557
2025-04-09 21:40:05.134689,1,561
2025-04-10 21:40:05.134689,1,505
2025-04-11 21:40:05.134689,1,500
2025-04-12 21:40:05.134689,1,574
2025-04-13 21:40:05.134689,1,542
2025-04-14 21:40:05.134689,1,567
2025-04-15 21:40:05.134689,1,473
2025-04-16 21:40:05.134689,1,494
2025-04-17 21:40:05.134689,1,526
2025-04-18 21:40:05.134689,1,567
2025-04-19 21:40:05.134689,1,542
2025-04-20 21:40:05.134689,1,609
2025-04-21 21:40:05.134689,1,583
2025-04-22 21:40:05.134689,1,489
2025-04-23 21:40:05.134689,1,556
2025-04-24 21:40:05.134689,1,633
2025-04-25 21:40:05.134689,1,629
2025-04-26 21:40:05.134689,1,617
2025-04-27 21:40:05.134689,1,689
2025-04-28 21:40:05.134689,1,583
2025-04-29 21:40:05.134689,1,597
2025-04-30 21:40:05.134689,1,633
2025-05-01 21:40:05.134689,1,640
2025-05-02 21:40:05.134689,1,603
2025-05-03 21:40:05.134689,1,675
2025-05-04 21:40:05.134689,1,685
2025-05-05 21:40:05.134689,1,650
2025-05-06 21:40:05.134689,1,543
2025-05-07 21:40:05.134689,1,549
2025-05-08 21:40:05.134689,1,656
2025-05-09 21:40:05.134689,1,689
2025-05-10 21:40:05.134689,1,658
2025-05-11 21:40:05.134689,1,659
2025-05-12 21:40:05.134689,1,611
2025-05-13 21:40:05.134689,1,518
2025-05-14 21:40:05.134689,1,597
2025-05-15 21:40:05.134689,1,553
2025-05-16 21:40:05.134689,1,643
2025-05-17 21:40:05.134689,1,669
2025-05-18 21:40:05.134689,1,671
2025-05-19 21:40:05.134689,1,616
2025-05-20 21:40:05.134689,1,558
2025-05-21 21:40:05.134689,1,577
2025-05-22 21:40:05.134689,1,649
2025-05-23 21:40:05.134689,1,700
2025-05-24 21:40:05.134689,1,696
2025-05-25 21:40:05.134689,1,783
2025-05-26 21:40:05.134689,1,600
2025-05-27 21:40:05.134689,1,526
2025-05-28 21:40:05.134689,1,660
2025-05-29 21:40:05.134689,1,715
2025-05-30 21:40:05.134689,1,692
2025-05-31 21:40:05.134689,1,717
2025-06-01 21:40:05.134689,1,699
2025-06-02 21:40:05.134689,1,651
2025-06-03 21:40:05.134689,1,605
2025-06-04 21:40:05.134689,1,673
2025-06-05 21:40:05.134689,1,685
2025-06-06 21:40:05.134689,1,673
2025-06-07 21:40:05.134689,1,749
2025-06-08 21:40:05.134689,1,705
2025-06-09 21:40:05.134689,1,679
2025-06-10 21:40:05.134689,1,591
2025-06-11 21:40:05.134689,1,601
2025-06-12 21:40:05.134689,1,671
2025-06-13 21:40:05.134689,1,743
2025-06-14 21:40:05.134689,1,665
2025-06-15 21:40:05.134689,1,716
2025-06-16 21:40:05.134689,1,602
2025-06-17 21:40:05.134689,1,603
2025-06-18 21:40:05.134689,1,608
2025-06-19 21:40:05.134689,1,634
2025-06-20 21:40:05.134689,1,701
2025-06-21 21:40:05.134689,1,718
2025-06-22 21:40:05.134689,1,668
2025-06-23 21:40:05.134689,1,682
2025-06-24 21:40:05.134689,1,611
2025-06-25 21:40:05.134689,1,667
2025-06-26 21:40:05.134689,1,660
2025-06-27 21:40:05.134689,1,787
2025-06-28 21:40:05.134689,1,752
2025-06-29 21:40:05.134689,1,725
2025-06-30 21:40:05.134689,1,598
2025-07-01 21:40:05.134689,1,683
2025-07-02 21:40:05.134689,1,583
2025-07-03 21:40:05.134689,1,689
2025-07-04 21:40:05.134689,1,713
2025-07-05 21:40:05.134689,1,651
2025-07-06 21:40:05.134689,1,659
2025-07-07 21:40:05.134689,1,642
2025-07-08 21:40:05.134689,1,628
2025-07-09 21:40:05.134689,1,696
2025-07-10 21:40:05.134689,1,662
2025-07-11 21:40:05.134689,1,743
2025-07-12 21:40:05.134689,1,799
2025-07-13 21:40:05.134689,1,752
2025-07-14 21:40:05.134689,1,692
2025-07-15 21:40:05.134689,1,721
2025-07-16 21:40:05.134689,1,620
2025-07-17 21:40:05.134689,1,621
2025-07-18 21:40:05.134689,1,755
2025-07-19 21:40:05.134689,1,685
2025-07-20 21:40:05.134689,1,880
2025-07-21 21:40:05.134689,1,816
2025-07-22 21:40:05.134689,1,852
2025-07-23 21:40:05.134689,1,796
2025-07-24 21:40:05.134689,1,830
2025-07-25 21:40:05.134689,1,705
2025-07-26 21:40:05.134689,1,759
2025-07-27 21:40:05.134689,1,723
2025-07-28 21:40:05.134689,1,629
2025-07-29 21:40:05.134689,1,697
2025-07-30 21:40:05.134689,1,657
2025-07-31 21:40:05.134689,1,769
2025-08-01 21:40:05.134689,1,699
2025-08-02 21:40:05.134689,1,696
2025-08-03 21:40:05.134689,1,706
2025-08-04 21:40:05.134689,1,589
2025-08-05 21:40:05.134689,1,580
2025-08-06 21:40:05.134689,1,612
2025-08-07 21:40:05.134689,1,637
2025-08-08 21:40:05.134689,1,659
2025-08-09 21:40:05.134689,1,603
2025-08-10 21:40:05.134689,1,604
2025-08-11 21:40:05.134689,1,581
2025-08-12 21:40:05.134689,1,600
2025-08-13 21:40:05.134689,1,589
2025-08-14 21:40:05.134689,1,534
2025-08-15 21:40:05.134689,1,655
2025-08-16 21:40:05.134689,1,722
2025-08-17 21:40:05.134689,1,591
2025-08-18 21:40:05.134689,1,519
2025-08-19 21:40:05.134689,1,594
2025-08-20 21:40:05.134689,1,552
2025-08-21 21:40:05.134689,1,568
2025-08-22 21:40:05.134689,1,679
2025-08-23 21:40:05.134689,1,727
2025-08-24 21:40:05.134689,1,694
2025-08-25 21:40:05.134689,1,637
2025-08-26 21:40:05.134689,1,634
2025-08-27 21:40:05.134689,1,645
2025-08-28 21:40:05.134689,1,627
2025-08-29 21:40:05.134689,1,645
2025-08-30 21:40:05.134689,1,695
2025-08-31 21:40:05.134689,1,695
2025-09-01 21:40:05.134689,1,593
2025-09-02 21:40:05.134689,1,570
2025-09-03 21:40:05.134689,1,547
2025-09-04 21:40:05.134689,1,621
2025-09-05 21:40:05.134689,1,643
2025-09-06 21:40:05.134689,1,635
2025-09-07 21:40:05.134689,1,614
2025-09-08 21:40:05.134689,1,511
2025-09-09 21:40:05.134689,1,466
2025-09-10 21:40:05.134689,1,611
2025-09-11 21:40:05.134689,1,545
2025-09-12 21:40:05.134689,1,633
2025-09-13 21:40:05.134689,1,539
2025-09-14 21:40:05.134689,1,580
2025-09-15 21:40:05.134689,1,553
2025-09-16 21:40:05.134689,1,563
2025-09-17 21:40:05.134689,1,544
2025-09-18 21:40:05.134689,1,595
2025-09-19 21:40:05.134689,1,583
2025-09-20 21:40:05.134689,1,616
2025-09-21 21:40:05.134689,1,652
2025-09-22 21:40:05.134689,1,550
2025-09-23 21:40:05.134689,1,552
2025-09-24 21:40:05.134689,1,582
2025-09-25 21:40:05.134689,1,576
2025-09-26 21:40:05.134689,1,673
2025-09-27 21:40:05.134689,1,649
2025-09-28 21:40:05.134689,1,603
2025-09-29 21:40:05.134689,1,535
2025-09-30 21:40:05.134689,1,512
2025-10-01 21:40:05.134689,1,528
2025-10-02 21:40:05.134689,1,558
2025-10-03 21:40:05.134689,1,622
2025-10-04 21:40:05.134689,1,612
2025-10-05 21:40:05.134689,1,579
2025-10-06 21:40:05.134689,1,544
2025-10-07 21:40:05.134689,1,456
2025-10-08 21:40:05.134689,1,452
2025-10-09 21:40:05.134689,1,510
2025-10-10 21:40:05.134689,1,534
2025-10-11 21:40:05.134689,1,634
2025-10-12 21:40:05.134689,1,497
2025-10-13 21:40:05.134689,1,495
2025-10-14 21:40:05.134689,1,478
2025-10-15 21:40:05.134689,1,453
2025-10-16 21:40:05.134689,1,488
2025-10-17 21:40:05.134689,1,457
2025-10-18 21:40:05.134689,1,586
2025-10-19 21:40:05.134689,1,567
2025-10-20 21:40:05.134689,1,486
2025-10-21 21:40:05.134689,1,492
2025-10-22 21:40:05.134689,1,392
2025-10-23 21:40:05.134689,1,528
2025-10-24 21:40:05.134689,1,620
2025-10-25 21:40:05.134689,1,556
2025-10-26 21:40:05.134689,1,524
2025-10-27 21:40:05.134689,1,460
2025-10-28 21:40:05.134689,1,434
2025-10-29 21:40:05.134689,1,496
2025-10-30 21:40:05.134689,1,503
2025-10-31 21:40:05.134689,1,604
2025-11-01 21:40:05.134689,1,515
2025-11-02 21:40:05.134689,1,531
2025-11-03 21:40:05.134689,1,478
2025-11-04 21:40:05.134689,1,446
2025-11-05 21:40:05.134689,1,423
2025-11-06 21:40:05.134689,1,493
2025-11-07 21:40:05.134689,1,497
2025-11-08 21:40:05.134689,1,484
2025-11-09 21:40:05.134689,1,459
2025-11-10 21:40:05.134689,1,394
2025-11-11 21:40:05.134689,1,387
2025-11-12 21:40:05.134689,1,351
2025-11-13 21:40:05.134689,1,409
2025-11-14 21:40:05.134689,1,456
2025-11-15 21:40:05.134689,1,518
2025-11-16 21:40:05.134689,1,569
2025-11-17 21:40:05.134689,1,465
2025-11-18 21:40:05.134689,1,416
2025-11-19 21:40:05.134689,1,417
2025-11-20 21:40:05.134689,1,537
2025-11-21 21:40:05.134689,1,550
2025-11-22 21:40:05.134689,1,545
2025-11-23 21:40:05.134689,1,571
2025-11-24 21:40:05.134689,1,424
2025-11-25 21:40:05.134689,1,465
2025-11-26 21:40:05.134689,1,465
2025-11-27 21:40:05.134689,1,447
2025-11-28 21:40:05.134689,1,559
2025-11-29 21:40:05.134689,1,470
2025-11-30 21:40:05.134689,1,473
2025-12-01 21:40:05.134689,1,478
2025-12-02 21:40:05.134689,1,367
2025-12-03 21:40:05.134689,1,436
2025-12-04 21:40:05.134689,1,419
2025-12-05 21:40:05.134689,1,526
2025-12-06 21:40:05.134689,1,458
2025-12-07 21:40:05.134689,1,412
2025-12-08 21:40:05.134689,1,415
2025-12-09 21:40:05.134689,1,382
2025-12-10 21:40:05.134689,1,486
2025-12-11 21:40:05.134689,1,445
2025-12-12 21:40:05.134689,1,432
2025-12-13 21:40:05.134689,1,468
2025-12-14 21:40:05.134689,1,480
2025-12-15 21:40:05.134689,1,440
2025-12-16 21:40:05.134689,1,331
2025-12-17 21:40:05.134689,1,380
2025-12-18 21:40:05.134689,1,415
2025-12-19 21:40:05.134689,1,487
2025-12-20 21:40:05.134689,1,534
2025-12-21 21:40:05.134689,1,440
2025-12-22 21:40:05.134689,1,433
2025-12-23 21:40:05.134689,1,459
2025-12-24 21:40:05.134689,1,464
2025-12-25 21:40:05.134689,1,456
2025-12-26 21:40:05.134689,1,520
2025-12-27 21:40:05.134689,1,511
2025-12-28 21:40:05.134689,1,550
2025-12-29 21:40:05.134689,1,402
2025-12-30 21:40:05.134689,1,360
2025-12-31 21:40:05.134689,1,442
2026-01-01 21:40:05.134689,1,459
2026-01-02 21:40:05.134689,1,491
2026-01-03 21:40:05.134689,1,475
2026-01-04 21:40:05.134689,1,498
2026-01-05 21:40:05.134689,1,389
2026-01-06 21:40:05.134689,1,328
2026-01-07 21:40:05.134689,1,404
2026-01-08 21:40:05.134689,1,418
2026-01-09 21:40:05.134689,1,486
2026-01-10 21:40:05.134689,1,528
2026-01-11 21:40:05.134689,1,504
2026-01-12 21:40:05.134689,1,428
2026-01-13 21:40:05.134689,1,386
2026-01-14 21:40:05.134689,1,447
2026-01-15 21:40:05.134689,1,489
2026-01-16 21:40:05.134689,1,476
2026-01-17 21:40:05.134689,1,475
2026-01-18 21:40:05.134689,1,451
2026-01-19 21:40:05.134689,1,492
2026-01-20 21:40:05.134689,1,428
2026-01-21 21:40:05.134689,1,415
2026-01-22 21:40:05.134689,1,593
2026-01-23 21:40:05.134689,1,531
2026-01-24 21:40:05.134689,1,572
2026-01-25 21:40:05.134689,1,585
2026-01-26 21:40:05.134689,1,458
2026-01-27 21:40:05.134689,1,495
2026-01-28 21:40:05.134689,1,463
2026-01-29 21:40:05.134689,1,521
2026-01-30 21:40:05.134689,1,451
2026-01-31 21:40:05.134689,1,497
2026-02-01 21:40:05.134689,1,525
2026-02-02 21:40:05.134689,1,505
2026-02-03 21:40:05.134689,1,370
2026-02-04 21:40:05.134689,1,439
2026-02-05 21:40:05.134689,1,483
2026-02-06 21:40:05.134689,1,466
2026-02-07 21:40:05.134689,1,481
2026-02-08 21:40:05.134689,1,494
2026-02-09 21:40:05.134689,1,400
2026-02-10 21:40:05.134689,1,517
2026-02-11 21:40:05.134689,1,630
2026-02-12 21:40:05.134689,1,663
2026-02-13 21:40:05.134689,1,688
2026-02-14 21:40:05.134689,1,666
2026-02-15 21:40:05.134689,1,722
2026-02-16 21:40:05.134689,1,574
2026-02-17 21:40:05.134689,1,408
2026-02-18 21:40:05.134689,1,507
2026-02-19 21:40:05.134689,1,595
2026-02-20 21:40:05.134689,1,574
2026-02-21 21:40:05.134689,1,553
2026-02-22 21:40:05.134689,1,601
2026-02-23 21:40:05.134689,1,485
